Group,Keyword,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend
rojo,pantalon animal print rojo,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
rojo,uñas animal print con rojo,20,,0.00,1.00,,,,"1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00"
rojo,uñas animal print rojas,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
rojo,uñas animal print rojo,20,,0.00,0.91,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
rojo,uñas decoradas rojas animal print,20,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00"
rojo,uñas rojas animal print,20,,0.00,0.87,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
rojo,uñas rojas con animal print,20,,0.00,0.41,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
rojo,vestido animal print con zapatos rojos,20,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00"
rojo,vestido animal print rojo mango,20,,0.00,1.00,,,,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
rojo,vestido animal print rojo zara,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
rojo,vestido animal print zara rojo,20,,0.00,0.71,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00"
rojo,vestido largo animal print rojo,20,,0.00,1.00,,,,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
rojo,vestido print animal rojo,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
rojo,vestido rojo animal print zara,20,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00"
rojo,vestido rojo con zapatos animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00"
rojo,vestido zara animal print rojo,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
rojo,zapatos animal print rojo,20,,0.00,1.00,,,,"1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
rojo,animal print con zapatos rojos,10,,0.00,0.00,,,,"0.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00"
rojo,animal print en rojo,10,,0.00,0.43,,,,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00"
rojo,animal print rojo zara,10,,0.00,0.00,,,,"0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00"
rojo,blazer animal print roja,10,,0.00,0.00,,,,"1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00"
rojo,bolso animal print rojo,10,,0.00,0.00,,,,"1.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00"
rojo,combinar rojo con animal print,10,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00"
rojo,pantalon animal print rojo zara,10,,0.00,0.00,,,,"0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00"
rojo,pantalon print animal rojo,10,,0.00,0.00,,,,"0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00"
rojo,pantalon rojo animal print,10,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00"
rojo,pantalon rojo con blusa animal print,10,,0.00,0.00,,,,"1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00"
rojo,pañuelo animal print rojo,10,,0.00,0.00,,,,"0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00"
rojo,print animal rojo,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00"
rojo,top animal print rojo,10,,0.00,0.00,,,,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00"
rojo,uñas decoradas animal print rojo,10,,0.00,0.00,,,,"1.00,0.50,0.50,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00"
rojo,vestido animal print mango rojo,10,,0.00,0.00,,,,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00"
rojo,vestido rojo zapatos animal print,10,,0.00,0.00,,,,"0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00"
rojo,zapatos rojos animal print,10,,0.00,0.00,,,,"0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00"
rojo,zara falda roja animal print,10,,0.00,0.00,,,,"0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
rojo,zara vestido animal print rojo,10,,0.00,0.00,,,,"1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00"
rojo,zara vestido rojo animal print,10,,0.00,0.00,,,,"0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00"
largo,vestido animal print largo,140,11,0.42,1.00,11100000,Informational,"Reviews, Image, Image pack, Video, Related searches, Popular products","0.00,0.81,1.00,0.53,0.28,0.43,0.28,0.09,0.15,0.34,0.09,0.81"
largo,falda larga animal print,110,20,0.00,0.99,4170000,Informational,"Reviews, Image, Image pack, Video, Related searches, Ads bottom","0.66,1.00,0.80,0.52,0.42,0.33,0.23,0.33,0.52,0.52,0.66,0.42"
largo,vestido largo animal print,70,9,0.42,1.00,14000000,Informational,"Reviews, Image, Image pack, Video, Related searches","1.00,0.00,0.19,0.81,0.53,0.00,0.00,0.43,0.53,0.23,0.43,0.19"
largo,falda animal print larga,30,15,0.00,1.00,5160000,Informational,"Reviews, Image, Image pack, Video, Related searches","0.18,0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18"
largo,falda larga animal print zara,30,22,0.00,0.96,43,Informational,"Site links, Image, Image pack, Video, Related searches","0.18,0.18,1.00,0.27,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18"
largo,faldas animal print largas,30,17,0.00,1.00,96,Informational,"Reviews, Image, Image pack, Video, Related searches","0.18,0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18"
largo,vestido manga larga animal print,30,,0.00,0.00,,,,"0.29,1.00,0.29,0.57,0.57,0.29,0.29,0.57,0.29,0.29,0.29,0.00"
largo,animal print vestido largo,20,,0.00,0.83,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
largo,camisa larga animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
largo,camiseta manga larga animal print,20,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00"
largo,chaleco largo animal print,20,,0.00,1.00,,,,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
largo,combinar falda larga animal print,20,,0.00,0.33,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
largo,como combinar falda larga animal print,20,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
largo,como combinar una falda larga animal print,20,,0.00,0.00,,,,"1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
largo,como combinar una falda larga de animal print,20,,0.00,0.00,,,,"1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00"
largo,como combinar vestido largo animal print,20,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00"
largo,crop top animal print manga larga,20,,0.00,1.00,,,,"0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
largo,falda animal print larga shein,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00"
largo,falda larga animal print stradivarius,20,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00"
largo,falda larga de animal print,20,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
largo,falda plisada larga animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00"
largo,faldas largas de animal print,20,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
largo,kimono animal print largo,20,,0.00,1.00,,,,"1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00"
largo,look falda larga animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
largo,outfit falda larga animal print,20,,0.00,0.57,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
largo,outfit vestido animal print largo,20,,0.00,0.79,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
largo,polleras largas animal print,20,,0.00,1.00,,,,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
largo,vestido animal print largo zara,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00"
largo,vestido animal print manga larga,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
largo,vestido camisero largo animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
largo,vestido de animal print largo,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00"
largo,vestido largo animal print mango,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
largo,vestido largo animal print rojo,20,,0.00,1.00,,,,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
largo,vestido largo animal print zara,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
largo,vestido largo de animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
largo,vestidos animal print manga larga,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
largo,vestidos de animal print largos,20,,0.00,1.00,,,,"0.25,1.00,0.50,0.50,0.50,0.50,0.00,0.50,0.50,0.50,0.50,0.50"
largo,blusa animal print manga larga,10,,0.00,0.00,,,,"0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00"
largo,blusa manga larga animal print,10,,0.00,0.00,,,,"0.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00"
largo,blusas de animal print manga larga,10,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00"
largo,body animal print manga larga,10,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00"
largo,combinar vestido animal print largo,10,,0.00,0.00,,,,"0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00"
largo,como combinar una falda de animal print larga,10,,0.00,0.00,,,,"1.00,0.25,0.00,0.50,0.50,0.50,0.00,0.50,0.50,0.50,0.00,0.00"
largo,falda larga animal print combinacion,10,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00"
largo,faldas largas animal print,10,,0.00,1.00,,,,"1.00,0.75,1.00,0.50,0.25,0.00,0.00,0.50,0.50,0.00,0.00,0.00"
largo,large animal canvas prints,10,,0.00,1.00,,,,"0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00"
largo,outfit falda animal print larga,10,,0.00,1.00,,,,"0.00,0.50,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
largo,vestidos animal print largos,10,,0.42,1.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.66,1.00,0.66,0.66"
largo,vestidos largos animal print,10,,0.42,1.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00"
largo,vestidos largos animal print 2018,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00"
corte,vestido animal print corto,90,16,0.00,1.00,7870000,Informational,"Reviews, Image, Image pack, Video, Related searches","0.78,0.78,1.00,0.78,0.63,0.35,0.28,0.50,0.28,0.50,0.50,0.50"
corte,zapatos animal print el corte ingles,90,26,0.00,1.00,50,"Informational, Transactional","Image, Image pack, Related searches","0.28,0.50,1.00,1.00,0.78,0.64,1.00,1.00,0.78,0.64,0.35,0.28"
corte,zapatos animal print el corte inglés,70,25,0.00,1.00,48,"Informational, Transactional","Image, Image pack, Related searches","0.00,0.50,1.00,0.64,0.50,0.50,0.50,0.64,0.78,0.35,0.14,0.14"
corte,vestidos de animal print cortos,50,19,0.00,0.75,8110000,Commercial,"Reviews, Image, Image pack, Video, Related searches, Popular products","0.14,0.14,0.50,1.00,0.28,0.78,0.14,0.14,0.14,0.64,0.28,0.14"
corte,vestidos animal print el corte ingles,40,25,0.00,0.98,56,Informational,"Image, Image pack, Related searches","0.62,0.44,1.00,0.26,0.44,0.18,0.18,0.18,0.18,0.18,0.18,0.18"
corte,bolsos animal print el corte ingles,30,25,0.00,1.00,63,"Informational, Transactional","Site links, Image, Image pack, Related searches","0.18,0.18,0.18,0.63,0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18"
corte,bolsos animal print el corte inglés,30,25,0.00,1.00,64,"Informational, Transactional","Image, Image pack","0.00,0.18,0.18,0.81,0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18"
corte,vestidos animal print el corte inglés,30,,0.00,0.98,,,,"0.00,0.18,1.00,0.45,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18"
corte,animal print el corte ingles,20,,0.00,0.86,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
corte,blusas animal print el corte ingles,20,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00"
corte,bolso animal print el corte ingles,20,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00"
corte,camisa animal print el corte ingles,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
corte,camisa manga corta animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
corte,camisas animal print el corte ingles,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
corte,corte de pelo animal print,20,,0.00,0.00,,,,"0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00"
corte,el corte ingles animal print,20,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00"
corte,falda animal print corta,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
corte,falda corta animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
corte,faldas animal print cortas,20,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00"
corte,faldas cortas animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
corte,mono corto animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00"
corte,outfit falda animal print corta,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
corte,outfit vestido animal print corto,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
corte,pantalon corto animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
corte,pañuelos animal print el corte ingles,20,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00"
corte,sandalias animal print el corte ingles,20,,0.00,1.00,,,,"1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00"
corte,uñas cortas animal print,20,,0.00,0.75,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
corte,vestido animal print zara corto,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
corte,vestido corto animal print zara,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
corte,zapatos mujer animal print el corte ingles,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
corte,abrigo animal print el corte ingles,10,,0.00,0.00,,,,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00"
corte,abrigos animal print el corte ingles,10,,0.00,0.00,,,,"0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
corte,blusa animal print manga corta,10,,0.00,1.00,,,,"1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00"
corte,botines animal print el corte ingles,10,,0.00,0.00,,,,"0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00"
corte,como combinar una falda corta de animal print,10,,0.00,0.00,,,,"1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00"
corte,faldas animal print el corte ingles,10,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
corte,jersey animal print corte ingles,10,,0.00,0.00,,,,"0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00"
corte,pantalones animal print el corte ingles,10,,0.00,0.29,,,,"0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00"
corte,pollera animal print corta,10,,0.00,1.00,,,,"0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00"
corte,sandalias animal print el corte inglés,10,,0.00,1.00,,,,"0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00"
corte,uñas animal print cortas,10,,0.00,0.94,,,,"0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,1.00,1.00,1.00,1.00"
corte,vestido animal print cheetah corto,10,,0.00,0.00,,,,"1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00"
corte,vestido animal print corte ingles,10,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00"
corte,vestido animal print corto y zapatos,10,,0.00,1.00,,,,"1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00"
corte,vestido corto animal print,10,,0.00,1.00,,,,"0.33,0.33,1.00,1.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
corte,vestidos animal print cortos,10,,0.00,1.00,,,,"0.74,0.74,1.00,0.74,0.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
corte,vestidos cortos animal print,10,,0.00,1.00,,,,"0.33,0.33,1.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
corte,vestidos de fiesta cortos animal print,10,,0.00,0.00,,,,"0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
corte,zapatos animal print corte ingles,10,,0.00,1.00,,,,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00"
look,look falda animal print zara,110,17,0.00,0.99,47,Informational,"Image, Image pack, Video, Related searches","0.64,0.64,0.64,1.00,1.00,0.52,0.52,0.64,0.64,0.41,0.23,0.23"
look,look animal print,30,,0.00,0.96,,,,"0.17,1.00,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17"
look,look falda animal print,30,,0.00,0.96,,,,"0.18,0.18,0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18"
look,looks falda animal print,30,,0.00,0.96,,,,"0.18,0.18,0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18"
look,animal print look,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
look,look blazer animal print,20,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00"
look,look camisa animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
look,look con blusa animal print,20,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00"
look,look con botines animal print,20,,0.00,0.00,,,,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00"
look,look con camisa animal print,20,,0.00,0.62,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
look,look con falda animal print,20,,0.00,0.98,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
look,look con pantalon animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
look,look con vestido animal print,20,,0.00,1.00,,,,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
look,look con zapatillas animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
look,look con zapatos animal print,20,,0.00,0.24,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00"
look,look con zapatos animal print mujer,20,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00"
look,look falda larga animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
look,look falda midi animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
look,look pantalon animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
look,look pantalones animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
look,look vestido animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
look,look zapatillas animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
look,look zapatos animal print,20,,0.00,0.86,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
look,looks con animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
look,looks con blusa animal print,20,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00"
look,looks con falda animal print,20,,0.00,0.98,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
look,looks con vestidos animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
look,looks con zapatillas animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
look,looks vestido animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
look,total look animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
look,look abrigo animal print,10,,0.00,0.00,,,,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00"
look,look animal print 2022,10,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00"
look,look blusa animal print,10,,0.00,0.00,,,,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00"
look,look botines animal print,10,,0.00,0.00,,,,"0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00"
look,look con abrigo animal print,10,,0.00,0.00,,,,"0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00"
look,look con botas animal print,10,,0.00,0.00,,,,"0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00"
look,look con sandalias animal print,10,,0.00,1.00,,,,"0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00"
look,look de animal print,10,,0.00,1.00,,,,"1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00"
